rule,file,task_idx,step_id,step,status,old_action,new_action,old_text,new_text,old_relation,new_relation,marker,remove_tag,note
G2,00006-HkseAnWCgqk/tasks-island_2.json,23,1,Arrange the dining table.,OK,place_on,straighten,Place dining table on surface.,Straighten the dining table.,on,,;referent_grounding_v1:G2,,X=dining table
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,231,3,Arrange the cabinet contents.,OK,place_on,straighten,Place cabinet on surface.,Straighten the cabinet contents.,on,,;referent_grounding_v1:G2,,X=cabinet contents
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,243,2,Arrange the monitor.,OK,place_on,straighten,Place monitor on surface.,Straighten the monitor.,on,,;referent_grounding_v1:G2,,X=monitor
G3,00022-gmuS7Wgsbrx/tasks-island_0.json,245,7,Place a book on the rack.,OK,place_on,place_on,Place items on the book rack.,Place the book on the book rack.,on,on,;referent_grounding_v1:G3,,NP=book
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,267,3,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,279,6,Arrange the shampoo.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo.,on,,;referent_grounding_v1:G2,,X=shampoo
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,282,2,Position the mouse.,OK,place_on,reposition,Place mouse on surface.,Reposition the mouse.,on,,;referent_grounding_v1:G2,,X=mouse
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,282,5,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,283,6,Position the monitor.,OK,place_on,reposition,Place monitor on surface.,Reposition the monitor.,on,,;referent_grounding_v1:G2,,X=monitor
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,285,3,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,294,5,Arrange the basket of something.,OK,place_on,straighten,Place basket of something on surface.,Straighten the basket of something.,on,,;referent_grounding_v1:G2,,X=basket of something
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,295,1,Position the computer.,OK,place_on,reposition,Place computer on surface.,Reposition the computer.,on,,;referent_grounding_v1:G2,,X=computer
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,297,2,Position the lamp.,OK,place_on,reposition,Place lamp on surface.,Reposition the lamp.,on,,;referent_grounding_v1:G2,,X=lamp
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,299,5,Position the monitor.,OK,place_on,reposition,Place monitor on surface.,Reposition the monitor.,on,,;referent_grounding_v1:G2,,X=monitor
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,304,4,Set the knife.,OK,place_on,straighten,Place knife on surface.,Straighten the knife.,on,,;referent_grounding_v1:G2,,X=knife
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,308,7,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,313,1,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,316,1,Position the mouse.,OK,place_on,reposition,Place mouse on surface.,Reposition the mouse.,on,,;referent_grounding_v1:G2,,X=mouse
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,317,7,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G1,00022-gmuS7Wgsbrx/tasks-island_0.json,336,4,Organize items in the dresser.,OK,place_in,place_in,Place dresser in receptacle.,Place the items in the dresser.,in,in,;referent_grounding_v1:G1,,X=items|Y=dresser
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,338,1,Reposition the flowerpot.,OK,place_on,reposition,Place flowerpot on surface.,Reposition the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G1,00022-gmuS7Wgsbrx/tasks-island_0.json,341,4,Rearrange the decoration on the shelf.,OK,place_on,place_on,Place decoration on surface.,Place the decoration on the shelf.,on,on,;referent_grounding_v1:G1,,X=decoration|Y=shelf
G1,00022-gmuS7Wgsbrx/tasks-island_0.json,351,4,Organize papers in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the papers in the cabinet.,in,in,;referent_grounding_v1:G1,,X=papers|Y=cabinet
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,374,1,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,377,7,Arrange the plush toy.,OK,place_in,straighten,Place plush toy in receptacle.,Straighten the plush toy.,in,,;referent_grounding_v1:G2,,X=plush toy
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,381,5,Arrange the sofa seat.,OK,place_in,straighten,Place sofa seat in receptacle.,Straighten the sofa seat.,in,,;referent_grounding_v1:G2,,X=sofa seat
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,386,5,Set the bed table.,OK,place_on,straighten,Place bed table on surface.,Straighten the bed table.,on,,;referent_grounding_v1:G2,,X=bed table
G3,00022-gmuS7Wgsbrx/tasks-island_0.json,386,6,Put the book on the rack.,OK,place_on,place_on,Place items on the book rack.,Place the book on the book rack.,on,on,;referent_grounding_v1:G3,,NP=book
G1,00022-gmuS7Wgsbrx/tasks-island_0.json,390,6,Arrange books on the book rack.,OK,place_on,place_on,Place book rack on surface.,Place the books on the book rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=book rack
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,393,1,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G2,00022-gmuS7Wgsbrx/tasks-island_0.json,402,4,Arrange the sofa seat.,OK,place_on,straighten,Place sofa seat on surface.,Straighten the sofa seat.,on,,;referent_grounding_v1:G2,,X=sofa seat
G3,00023-zepmXAdrpjR/tasks-island_0.json,2,1,Put away food in the refrigerator.,OK,store,store,Store items in the refrigerator.,Store the food in the refrigerator.,in,in,;referent_grounding_v1:G3,,NP=food
G2,00023-zepmXAdrpjR/tasks-island_0.json,48,3,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00023-zepmXAdrpjR/tasks-island_0.json,51,3,Set the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00023-zepmXAdrpjR/tasks-island_0.json,53,3,Arrange the folding chair.,OK,place_on,straighten,Place folding chair on surface.,Straighten the folding chair.,on,,;referent_grounding_v1:G2,,X=folding chair
G2,00023-zepmXAdrpjR/tasks-island_0.json,62,2,Arrange the folding chair.,OK,place_on,straighten,Place folding chair on surface.,Straighten the folding chair.,on,,;referent_grounding_v1:G2,,X=folding chair
G2,00023-zepmXAdrpjR/tasks-island_0.json,70,2,Arrange the shelf.,OK,place_on,straighten,Place shelf on surface.,Straighten the shelf.,on,,;referent_grounding_v1:G2,,X=shelf
G2,00023-zepmXAdrpjR/tasks-island_0.json,81,4,Arrange the l-shaped sofa.,OK,place_on,straighten,Place l-shaped sofa on surface.,Straighten the l-shaped sofa.,on,,;referent_grounding_v1:G2,,X=l-shaped sofa
G2,00023-zepmXAdrpjR/tasks-island_0.json,86,4,Set the toaster for a snack.,OK,place_on,straighten,Place toaster on surface.,Straighten the toaster.,on,,;referent_grounding_v1:G2,,X=toaster
G2,00023-zepmXAdrpjR/tasks-island_0.json,99,3,Arrange the bath towel.,OK,place_on,straighten,Place bath towel on surface.,Straighten the bath towel.,on,,;referent_grounding_v1:G2,,X=bath towel
G2,00023-zepmXAdrpjR/tasks-island_0.json,117,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00023-zepmXAdrpjR/tasks-island_0.json,131,5,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00023-zepmXAdrpjR/tasks-island_0.json,136,6,Arrange the l-shaped sofa.,OK,place_on,straighten,Place l-shaped sofa on surface.,Straighten the l-shaped sofa.,on,,;referent_grounding_v1:G2,,X=l-shaped sofa
G2,00023-zepmXAdrpjR/tasks-island_0.json,137,4,Arrange the folding chair.,OK,place_on,straighten,Place folding chair on surface.,Straighten the folding chair.,on,,;referent_grounding_v1:G2,,X=folding chair
G2,00023-zepmXAdrpjR/tasks-island_0.json,149,3,Set the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00023-zepmXAdrpjR/tasks-island_0.json,152,6,Position the lamp.,OK,place_on,reposition,Place lamp on surface.,Reposition the lamp.,on,,;referent_grounding_v1:G2,,X=lamp
G2,00023-zepmXAdrpjR/tasks-island_0.json,161,3,Arrange the bag.,OK,place_on,straighten,Place bag on surface.,Straighten the bag.,on,,;referent_grounding_v1:G2,,X=bag
G4,00023-zepmXAdrpjR/tasks-island_0.json,170,2,Fill it from the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the pitcher at the sink.,,,;referent_grounding_v1:G4,,vessel=pitcher
G2,00023-zepmXAdrpjR/tasks-island_0.json,180,4,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00023-zepmXAdrpjR/tasks-island_0.json,190,6,Arrange the l-shaped sofa.,OK,place_on,straighten,Place l-shaped sofa on surface.,Straighten the l-shaped sofa.,on,,;referent_grounding_v1:G2,,X=l-shaped sofa
G2,00023-zepmXAdrpjR/tasks-island_0.json,194,2,Arrange the l-shaped sofa.,OK,place_in,straighten,Place l-shaped sofa in receptacle.,Straighten the l-shaped sofa.,in,,;referent_grounding_v1:G2,,X=l-shaped sofa
G2,00023-zepmXAdrpjR/tasks-island_0.json,197,2,Arrange the folding chair.,OK,place_on,straighten,Place folding chair on surface.,Straighten the folding chair.,on,,;referent_grounding_v1:G2,,X=folding chair
G2,00023-zepmXAdrpjR/tasks-island_0.json,203,2,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00023-zepmXAdrpjR/tasks-island_0.json,207,4,Arrange the l-shaped sofa.,OK,place_on,straighten,Place l-shaped sofa on surface.,Straighten the l-shaped sofa.,on,,;referent_grounding_v1:G2,,X=l-shaped sofa
G2,00023-zepmXAdrpjR/tasks-island_0.json,208,3,Arrange the shelf.,OK,place_on,straighten,Place shelf on surface.,Straighten the shelf.,on,,;referent_grounding_v1:G2,,X=shelf
G1,00025-ixTj1aTMup2/tasks-island_0.json,1,2,Set out the shampoo on the ledge.,OK,place_on,place_on,Place shampoo on surface.,Place the shampoo on the ledge.,on,on,;referent_grounding_v1:G1,,X=shampoo|Y=ledge
G2,00025-ixTj1aTMup2/tasks-island_0.json,5,3,Position the camera for the meeting.,OK,place_on,reposition,Place camera on surface.,Reposition the camera.,on,,;referent_grounding_v1:G2,,X=camera
G2,00025-ixTj1aTMup2/tasks-island_0.json,9,2,Arrange the newspaper neatly.,OK,place_on,straighten,Place newspaper on surface.,Straighten the newspaper.,on,,;referent_grounding_v1:G2,,X=newspaper
G1,00025-ixTj1aTMup2/tasks-island_0.json,14,3,Arrange the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G2,00025-ixTj1aTMup2/tasks-island_0.json,25,3,Arrange the shampoo bottle.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo bottle.,on,,;referent_grounding_v1:G2,,X=shampoo bottle
G1,00025-ixTj1aTMup2/tasks-island_0.json,27,4,Set the cup on the table.,OK,place_on,place_on,Place cup on surface.,Place the cup on the table.,on,on,;referent_grounding_v1:G1,,X=cup|Y=table
G2,00025-ixTj1aTMup2/tasks-island_0.json,29,3,Rearrange the kitchen cabinet.,OK,place_on,straighten,Place kitchen cabinet on surface.,Straighten the kitchen cabinet.,on,,;referent_grounding_v1:G2,,X=kitchen cabinet
G2,00025-ixTj1aTMup2/tasks-island_0.json,42,3,Set the cup down.,OK,place_on,straighten,Place cup on surface.,Straighten the cup.,on,,;referent_grounding_v1:G2,,X=cup
G1,00025-ixTj1aTMup2/tasks-island_0.json,53,2,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00025-ixTj1aTMup2/tasks-island_0.json,58,5,Set the toaster.,OK,place_on,straighten,Place toaster on surface.,Straighten the toaster.,on,,;referent_grounding_v1:G2,,X=toaster
G2,00025-ixTj1aTMup2/tasks-island_0.json,69,5,Set the toaster.,OK,place_on,straighten,Place toaster on surface.,Straighten the toaster.,on,,;referent_grounding_v1:G2,,X=toaster
G1,00025-ixTj1aTMup2/tasks-island_0.json,76,4,Set a bottle of wine on the counter.,OK,place_on,place_on,Place wine bottle on surface.,Place the bottle of wine on the counter.,on,on,;referent_grounding_v1:G1,,X=bottle of wine|Y=counter
G2,00025-ixTj1aTMup2/tasks-island_0.json,76,5,Arrange a plate for serving.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00025-ixTj1aTMup2/tasks-island_0.json,77,5,Reposition the flowerpot.,OK,place_in,reposition,Place flowerpot in receptacle.,Reposition the flowerpot.,in,,;referent_grounding_v1:G2,,X=flowerpot
G4,00025-ixTj1aTMup2/tasks-island_0.json,93,4,Fill a pitcher at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the vase at the sink.,at,at,;referent_grounding_v1:G4,,vessel=vase
G2,00025-ixTj1aTMup2/tasks-island_0.json,96,5,Set aside the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the aside the plate.,on,,;referent_grounding_v1:G2,,X=aside the plate
G2,00025-ixTj1aTMup2/tasks-island_0.json,106,3,Reposition the plant.,OK,place_on,reposition,Place plant on surface.,Reposition the plant.,on,,;referent_grounding_v1:G2,,X=plant
G3,00025-ixTj1aTMup2/tasks-island_0.json,111,5,Put the toaster away in the kitchen cabinet.,OK,store,store,Store items in the kitchen cabinet.,Store the toaster in the kitchen cabinet.,in,in,;referent_grounding_v1:G3,,NP=toaster
G3,00025-ixTj1aTMup2/tasks-island_0.json,116,4,Put away the bread in the kitchen cabinet.,OK,store,store,Store items in the kitchen cabinet.,Store the bread in the kitchen cabinet.,in,in,;referent_grounding_v1:G3,,NP=bread
G2,00025-ixTj1aTMup2/tasks-island_0.json,126,4,Arrange the vase.,OK,place_on,straighten,Place vase on surface.,Straighten the vase.,on,,;referent_grounding_v1:G2,,X=vase
G1,00025-ixTj1aTMup2/tasks-island_0.json,127,6,Arrange the brochure in the bedroom.,OK,place_in,place_in,Place brochure in receptacle.,Place the brochure in the bedroom.,in,in,;referent_grounding_v1:G1,,X=brochure|Y=bedroom
G2,00025-ixTj1aTMup2/tasks-island_0.json,139,2,Arrange the box.,OK,place_on,straighten,Place box on surface.,Straighten the box.,on,,;referent_grounding_v1:G2,,X=box
G2,00025-ixTj1aTMup2/tasks-island_0.json,145,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00025-ixTj1aTMup2/tasks-island_0.json,157,5,Set the cup.,OK,place_in,straighten,Place cup in receptacle.,Straighten the cup.,in,,;referent_grounding_v1:G2,,X=cup
G2,00025-ixTj1aTMup2/tasks-island_0.json,163,4,Set the cup.,OK,place_on,straighten,Place cup on surface.,Straighten the cup.,on,,;referent_grounding_v1:G2,,X=cup
G1,00025-ixTj1aTMup2/tasks-island_0.json,176,7,Set the camera on the desk.,OK,place_on,place_on,Place camera on surface.,Place the camera on the desk.,on,on,;referent_grounding_v1:G1,,X=camera|Y=desk
G2,00025-ixTj1aTMup2/tasks-island_0.json,191,2,Arrange the vase.,OK,place_on,straighten,Place vase on surface.,Straighten the vase.,on,,;referent_grounding_v1:G2,,X=vase
G2,00031-Wo6kuutE9i7/tasks-island_0.json,7,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00031-Wo6kuutE9i7/tasks-island_0.json,16,3,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G1,00031-Wo6kuutE9i7/tasks-island_0.json,25,2,Arrange the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G1,00031-Wo6kuutE9i7/tasks-island_0.json,39,4,Set a plate on the dining table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the dining table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=dining table
G1,00031-Wo6kuutE9i7/tasks-island_0.json,50,5,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00031-Wo6kuutE9i7/tasks-island_0.json,70,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G1,00031-Wo6kuutE9i7/tasks-island_0.json,76,1,Organize the items in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the items in the cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=cabinet
G1,00031-Wo6kuutE9i7/tasks-island_0.json,78,5,Organize books in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the books in the cabinet.,in,in,;referent_grounding_v1:G1,,X=books|Y=cabinet
G1,00031-Wo6kuutE9i7/tasks-island_0.json,80,4,Arrange the vase on the patio.,OK,place_in,place_on,Place vase in receptacle.,Place the vase on the patio.,in,on,;referent_grounding_v1:G1,,X=vase|Y=patio
G1,00031-Wo6kuutE9i7/tasks-island_0.json,90,4,Arrange the flowers in the flower vase.,OK,place_in,place_in,Place flower vase in receptacle.,Place the flowers in the flower vase.,in,in,;referent_grounding_v1:G1,,X=flowers|Y=flower vase
G1,00031-Wo6kuutE9i7/tasks-island_0.json,93,6,Arrange the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00031-Wo6kuutE9i7/tasks-island_0.json,110,3,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00031-Wo6kuutE9i7/tasks-island_0.json,110,5,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00031-Wo6kuutE9i7/tasks-island_0.json,131,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00031-Wo6kuutE9i7/tasks-island_0.json,132,3,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00031-Wo6kuutE9i7/tasks-island_0.json,132,5,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
